idMouvement,dateMouvement,descriptionCompte,nomBanque,nomTiers,nomCategorie,nomSousCategorie,montant
4,2023-03-22,Compte 2,Banque A,Mutuelle,Remboursement,,165.99
2532,2023-03-22,Compte 2,Banque A,PEL,Épargne,,187.44
1667,2023-03-23,Compte 1,Banque B,Carrefour,Alimentation,,-198.51
2338,2023-03-23,Compte 1,Banque B,Allianz,Assurance,,-39.99
1757,2023-03-24,Compte 2,Banque A,CPAM,Remboursement,,195.2
2202,2023-03-24,Compte 2,Banque A,Orchestra,Enfants,,-41.19
1096,2023-03-24,Compte 3,Banque C,AXA,Assurance,,-110.07
2711,2023-03-24,Compte 3,Banque C,Orchestra,Enfants,,-114.8
1519,2023-03-25,Compte 2,Banque A,DAB,Retrait,,-85.46
1765,2023-03-25,Compte 3,Banque C,URSSAF,Impôts,,-484.09
2685,2023-03-25,Compte 1,Banque B,Lidl,Alimentation,,-135.67
513,2023-03-26,Compte 3,Banque C,CPAM,Remboursement,,69.79
609,2023-03-26,Compte 1,Banque B,Airbnb,Vacances,,-196.02
15,2023-03-26,Compte 1,Banque B,Banque Postale,Frais bancaires,,-17.75
249,2023-03-26,Compte 3,Banque C,Doctolib,Santé,,-40.44
2095,2023-03-27,Compte 2,Banque A,Divers,Divers,,-8.92
1193,2023-03-27,Compte 1,Banque B,Booking,Vacances,,-545.25
2617,2023-03-27,Compte 3,Banque C,Truffaut,Animaux,,-91.89
2810,2023-03-27,Compte 3,Banque C,Impôts,Impôts,,-1970.11
1020,2023-03-28,Compte 3,Banque C,CPAM,Remboursement,,91.09
2355,2023-03-28,Compte 2,Banque A,Entreprise A,Salaire,,2571.02
2247,2023-03-29,Compte 1,Banque B,Hôpital,Santé,,-117.17
2963,2023-03-29,Compte 3,Banque C,Hôpital,Santé,,-104.36
2595,2023-03-29,Compte 3,Banque C,Entreprise A,Salaire,,2636.45
2691,2023-03-30,Compte 1,Banque B,Carrefour,Alimentation,,-63.27
2915,2023-03-30,Compte 1,Banque B,MAIF,Assurance,,-94.25
1136,2023-03-30,Compte 2,Banque A,SNCF,Transport,,-12.97
2575,2023-03-30,Compte 3,Banque C,Uber,Transport,,-34.06
425,2023-03-30,Compte 3,Banque C,Spotify,Loisir,,-89.35
1825,2023-03-30,Compte 3,Banque C,Orange,Téléphone,,-19.51
1422,2023-03-31,Compte 1,Banque B,MAIF,Assurance,,-102.56
1103,2023-03-31,Compte 1,Banque B,Engie,Logement,,-624.89
267,2023-03-31,Compte 1,Banque B,Allianz,Assurance,,-40.18
1268,2023-03-31,Compte 1,Banque B,Bouygues,Téléphone,,-16.89
2271,2023-04-01,Compte 1,Banque B,Blablacar,Transport,,-14.77
43,2023-04-01,Compte 3,Banque C,Divers,Divers,,-48.8
2378,2023-04-01,Compte 1,Banque B,Mutuelle,Remboursement,,117.28
9,2023-04-01,Compte 2,Banque A,Livret A,Épargne,,363.69
1189,2023-04-02,Compte 2,Banque A,Divers,Divers,,-77.9
446,2023-04-02,Compte 1,Banque B,JouetClub,Enfants,,-68.91
2528,2023-04-03,Compte 3,Banque C,DAB,Retrait,,-259.55
1554,2023-04-03,Compte 2,Banque A,Hôpital,Santé,,-78.26
2257,2023-04-04,Compte 3,Banque C,Impôts,Impôts,,-1232.72
533,2023-04-04,Compte 3,Banque C,Doctolib,Santé,,-113.75
977,2023-04-05,Compte 3,Banque C,EDF,Logement,,-852.72
2193,2023-04-05,Compte 1,Banque B,Animalis,Animaux,,-93.42
1734,2023-04-05,Compte 1,Banque B,Mutuelle,Remboursement,,248.0
2206,2023-04-05,Compte 2,Banque A,Fnac,Cadeau,,-91.14
2454,2023-04-06,Compte 2,Banque A,Zara,Vêtements,,-32.18
946,2023-04-06,Compte 1,Banque B,Zalando,Cadeau,,-112.66
2186,2023-04-06,Compte 3,Banque C,EDF,Logement,,-720.88
944,2023-04-06,Compte 2,Banque A,Netflix,Loisir,,-27.33
747,2023-04-06,Compte 2,Banque A,Divers,Divers,,-33.18
2166,2023-04-06,Compte 1,Banque B,Loyer,Logement,,-361.58
948,2023-04-07,Compte 3,Banque C,Divers,Divers,,-8.88
357,2023-04-07,Compte 1,Banque B,CPAM,Remboursement,,201.47
150,2023-04-07,Compte 2,Banque A,Entreprise C,Salaire,,2231.61
1371,2023-04-08,Compte 1,Banque B,Zalando,Cadeau,,-106.14
1178,2023-04-08,Compte 2,Banque A,Carrefour,Alimentation,,-180.29
412,2023-04-09,Compte 2,Banque A,Animalis,Animaux,,-68.78
2050,2023-04-09,Compte 3,Banque C,Booking,Vacances,,-208.31
913,2023-04-09,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-17.81
2146,2023-04-09,Compte 1,Banque B,Orange,Téléphone,,-19.34
1521,2023-04-09,Compte 2,Banque A,Animalis,Animaux,,-63.06
2839,2023-04-10,Compte 2,Banque A,Divers,Divers,,-24.25
1006,2023-04-10,Compte 1,Banque B,H&M,Vêtements,,-245.81
2610,2023-04-11,Compte 1,Banque B,Entreprise B,Salaire,,2024.57
2937,2023-04-11,Compte 3,Banque C,Orchestra,Enfants,,-88.57
1122,2023-04-11,Compte 2,Banque A,Livret A,Épargne,,158.48
1671,2023-04-11,Compte 1,Banque B,Banque Postale,Frais bancaires,,-16.89
2986,2023-04-12,Compte 3,Banque C,Livret A,Épargne,,272.94
2763,2023-04-12,Compte 2,Banque A,Hôpital,Santé,,-84.61
2063,2023-04-13,Compte 2,Banque A,Amazon,Cadeau,,-118.82
2525,2023-04-14,Compte 1,Banque B,JouetClub,Enfants,,-30.52
2550,2023-04-14,Compte 1,Banque B,Loyer,Logement,,-486.21
2056,2023-04-14,Compte 1,Banque B,JouetClub,Enfants,,-86.36
982,2023-04-15,Compte 1,Banque B,Spotify,Loisir,,-16.78
2755,2023-04-15,Compte 1,Banque B,Auchan,Alimentation,,-133.06
915,2023-04-16,Compte 3,Banque C,H&M,Vêtements,,-17.09
1309,2023-04-16,Compte 3,Banque C,Divers,Divers,,-8.0
1675,2023-04-16,Compte 3,Banque C,Entreprise C,Salaire,,2836.91
981,2023-04-16,Compte 1,Banque B,Entreprise B,Salaire,,2272.56
396,2023-04-16,Compte 1,Banque B,Amazon,Cadeau,,-38.57
1520,2023-04-17,Compte 1,Banque B,Entreprise A,Salaire,,2419.64
2074,2023-04-17,Compte 3,Banque C,Spotify,Loisir,,-83.91
2822,2023-04-17,Compte 1,Banque B,URSSAF,Impôts,,-1826.57
2234,2023-04-17,Compte 3,Banque C,SNCF,Transport,,-77.94
2742,2023-04-18,Compte 1,Banque B,Doctolib,Santé,,-56.55
344,2023-04-19,Compte 2,Banque A,Expedia,Vacances,,-421.16
2708,2023-04-19,Compte 3,Banque C,EDF,Logement,,-764.27
831,2023-04-20,Compte 2,Banque A,Impôts,Impôts,,-360.95
757,2023-04-20,Compte 2,Banque A,Uber,Transport,,-43.55
1022,2023-04-20,Compte 2,Banque A,Engie,Logement,,-388.75
2837,2023-04-20,Compte 2,Banque A,JouetClub,Enfants,,-72.39
1839,2023-04-20,Compte 1,Banque B,Entreprise A,Salaire,,2165.37
2932,2023-04-20,Compte 3,Banque C,Zalando,Cadeau,,-180.5
1379,2023-04-21,Compte 1,Banque B,EDF,Logement,,-748.49
2768,2023-04-21,Compte 2,Banque A,Entreprise A,Salaire,,2324.45
2733,2023-04-21,Compte 2,Banque A,DAB,Retrait,,-111.31
310,2023-04-21,Compte 2,Banque A,Truffaut,Animaux,,-50.68
348,2023-04-21,Compte 2,Banque A,JouetClub,Enfants,,-21.47
543,2023-04-22,Compte 1,Banque B,Booking,Vacances,,-298.83
1160,2023-04-22,Compte 2,Banque A,URSSAF,Impôts,,-1786.49
1760,2023-04-22,Compte 2,Banque A,Cinéma,Loisir,,-43.53
1075,2023-04-23,Compte 2,Banque A,Truffaut,Animaux,,-69.38
422,2023-04-23,Compte 1,Banque B,Uniqlo,Vêtements,,-244.16
2852,2023-04-23,Compte 3,Banque C,Impôts,Impôts,,-1468.39
1691,2023-04-23,Compte 2,Banque A,Livret A,Épargne,,443.46
2302,2023-04-24,Compte 2,Banque A,Loyer,Logement,,-329.48
458,2023-04-25,Compte 1,Banque B,Divers,Divers,,-59.12
2653,2023-04-25,Compte 1,Banque B,DAB,Retrait,,-37.99
1515,2023-04-25,Compte 1,Banque B,MAIF,Assurance,,-91.03
2108,2023-04-25,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-3.24
1670,2023-04-25,Compte 2,Banque A,Entreprise B,Salaire,,2720.37
980,2023-04-26,Compte 3,Banque C,Auchan,Alimentation,,-175.66
2161,2023-04-26,Compte 3,Banque C,Bowling,Loisir,,-73.58
1780,2023-04-26,Compte 2,Banque A,Hôpital,Santé,,-98.67
795,2023-04-27,Compte 2,Banque A,SFR,Internet,,-47.86
1029,2023-04-28,Compte 2,Banque A,Pharmacie,Santé,,-149.63
1414,2023-04-28,Compte 3,Banque C,SFR,Téléphone,,-34.33
66,2023-04-28,Compte 1,Banque B,Entreprise A,Salaire,,2725.8
564,2023-04-29,Compte 1,Banque B,SFR,Téléphone,,-43.64
2464,2023-04-29,Compte 2,Banque A,EDF,Logement,,-757.16
1164,2023-04-30,Compte 3,Banque C,Livret A,Épargne,,315.45
1789,2023-04-30,Compte 2,Banque A,Impôts,Impôts,,-1129.31
2905,2023-04-30,Compte 1,Banque B,Zara,Vêtements,,-101.95
1441,2023-05-01,Compte 2,Banque A,JouetClub,Enfants,,-29.18
2200,2023-05-01,Compte 1,Banque B,MAIF,Assurance,,-58.55
2395,2023-05-01,Compte 2,Banque A,Entreprise B,Salaire,,2151.08
1095,2023-05-02,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-5.61
451,2023-05-02,Compte 2,Banque A,Mutuelle,Remboursement,,240.94
2671,2023-05-03,Compte 3,Banque C,Lidl,Alimentation,,-170.66
581,2023-05-03,Compte 1,Banque B,Hôpital,Santé,,-19.91
817,2023-05-04,Compte 3,Banque C,Entreprise B,Salaire,,2828.83
1329,2023-05-04,Compte 3,Banque C,Carrefour,Alimentation,,-123.64
668,2023-05-04,Compte 3,Banque C,Animalis,Animaux,,-79.77
1400,2023-05-04,Compte 1,Banque B,Divers,Divers,,-94.96
346,2023-05-04,Compte 2,Banque A,Entreprise A,Salaire,,2606.37
358,2023-05-05,Compte 3,Banque C,Banque Postale,Frais bancaires,,-18.37
1221,2023-05-05,Compte 3,Banque C,Orange,Téléphone,,-37.92
2517,2023-05-05,Compte 1,Banque B,Blablacar,Transport,,-29.38
180,2023-05-06,Compte 1,Banque B,Expedia,Vacances,,-160.53
1133,2023-05-06,Compte 3,Banque C,PEL,Épargne,,178.35
333,2023-05-07,Compte 3,Banque C,PEL,Épargne,,263.6
1074,2023-05-07,Compte 3,Banque C,Divers,Divers,,-36.17
233,2023-05-07,Compte 1,Banque B,Loyer,Logement,,-351.72
2969,2023-05-08,Compte 3,Banque C,Expedia,Vacances,,-225.27
50,2023-05-08,Compte 3,Banque C,Truffaut,Animaux,,-22.56
2286,2023-05-08,Compte 2,Banque A,PEL,Épargne,,257.94
2540,2023-05-08,Compte 1,Banque B,Animalis,Animaux,,-82.41
2644,2023-05-08,Compte 3,Banque C,Free,Internet,,-55.58
1986,2023-05-09,Compte 1,Banque B,Booking,Vacances,,-400.28
1742,2023-05-09,Compte 3,Banque C,Allianz,Assurance,,-77.37
92,2023-05-09,Compte 3,Banque C,DAB,Retrait,,-264.18
706,2023-05-10,Compte 2,Banque A,Amazon,Cadeau,,-85.34
687,2023-05-10,Compte 2,Banque A,URSSAF,Impôts,,-1057.92
1000,2023-05-10,Compte 2,Banque A,Netflix,Loisir,,-11.06
354,2023-05-10,Compte 2,Banque A,Expedia,Vacances,,-938.51
114,2023-05-11,Compte 1,Banque B,PEL,Épargne,,341.54
659,2023-05-12,Compte 1,Banque B,Orchestra,Enfants,,-135.55
1703,2023-05-12,Compte 1,Banque B,Uber,Transport,,-38.19
2975,2023-05-12,Compte 3,Banque C,Livret A,Épargne,,240.57
489,2023-05-13,Compte 3,Banque C,Divers,Divers,,-27.43
324,2023-05-14,Compte 2,Banque A,Airbnb,Vacances,,-664.95
2741,2023-05-14,Compte 1,Banque B,Auchan,Alimentation,,-182.17
47,2023-05-14,Compte 1,Banque B,DAB,Retrait,,-117.69
1523,2023-05-14,Compte 3,Banque C,Auchan,Alimentation,,-97.31
722,2023-05-14,Compte 3,Banque C,Uniqlo,Vêtements,,-247.1
2780,2023-05-14,Compte 2,Banque A,URSSAF,Impôts,,-684.12
2632,2023-05-14,Compte 2,Banque A,Airbnb,Vacances,,-1092.21
2740,2023-05-15,Compte 3,Banque C,Divers,Divers,,-74.38
156,2023-05-16,Compte 2,Banque A,Netflix,Loisir,,-21.94
123,2023-05-17,Compte 3,Banque C,SFR,Téléphone,,-30.84
1073,2023-05-17,Compte 3,Banque C,Divers,Divers,,-63.62
735,2023-05-17,Compte 1,Banque B,SFR,Internet,,-30.42
2726,2023-05-17,Compte 3,Banque C,Airbnb,Vacances,,-157.0
1631,2023-05-18,Compte 2,Banque A,Intermarché,Alimentation,,-30.63
2643,2023-05-18,Compte 1,Banque B,Impôts,Impôts,,-1348.67
58,2023-05-18,Compte 2,Banque A,DAB,Retrait,,-60.43
1153,2023-05-19,Compte 1,Banque B,Mutuelle,Remboursement,,35.83
2078,2023-05-19,Compte 2,Banque A,SNCF,Transport,,-13.11
1186,2023-05-19,Compte 1,Banque B,Entreprise B,Salaire,,2260.92
1761,2023-05-19,Compte 1,Banque B,Uber,Transport,,-7.91
793,2023-05-20,Compte 2,Banque A,Auchan,Alimentation,,-118.13
2812,2023-05-20,Compte 3,Banque C,Divers,Divers,,-89.17
742,2023-05-21,Compte 2,Banque A,Free,Internet,,-37.26
2574,2023-05-21,Compte 2,Banque A,Intermarché,Alimentation,,-122.41
1812,2023-05-22,Compte 3,Banque C,Lidl,Alimentation,,-95.61
2702,2023-05-22,Compte 2,Banque A,Divers,Divers,,-46.24
1093,2023-05-23,Compte 2,Banque A,Engie,Logement,,-727.81
957,2023-05-24,Compte 2,Banque A,CPAM,Remboursement,,136.25
704,2023-05-24,Compte 2,Banque A,Allianz,Assurance,,-90.07
718,2023-05-24,Compte 3,Banque C,Blablacar,Transport,,-74.62
2695,2023-05-25,Compte 3,Banque C,Divers,Divers,,-19.19
308,2023-05-25,Compte 3,Banque C,URSSAF,Impôts,,-1359.18
2853,2023-05-25,Compte 1,Banque B,Cinéma,Loisir,,-71.56
1010,2023-05-25,Compte 3,Banque C,Divers,Divers,,-50.65
377,2023-05-25,Compte 2,Banque A,Zalando,Cadeau,,-69.24
189,2023-05-26,Compte 2,Banque A,Airbnb,Vacances,,-946.69
2044,2023-05-26,Compte 2,Banque A,Divers,Divers,,-22.38
1624,2023-05-26,Compte 3,Banque C,Uniqlo,Vêtements,,-208.87
2679,2023-05-28,Compte 2,Banque A,Spotify,Loisir,,-96.42
2283,2023-05-28,Compte 2,Banque A,Orange,Téléphone,,-38.61
121,2023-05-29,Compte 1,Banque B,EDF,Logement,,-626.69
535,2023-05-29,Compte 2,Banque A,DAB,Retrait,,-251.5
1499,2023-05-30,Compte 1,Banque B,CPAM,Remboursement,,256.3
800,2023-05-31,Compte 1,Banque B,Divers,Divers,,-43.97
1105,2023-05-31,Compte 2,Banque A,SFR,Téléphone,,-26.75
383,2023-06-01,Compte 2,Banque A,Engie,Logement,,-712.11
565,2023-06-01,Compte 2,Banque A,Animalis,Animaux,,-89.55
2442,2023-06-01,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-19.87
2424,2023-06-02,Compte 3,Banque C,AXA,Assurance,,-115.99
2722,2023-06-02,Compte 2,Banque A,DAB,Retrait,,-175.18
2791,2023-06-02,Compte 3,Banque C,MAIF,Assurance,,-44.62
1005,2023-06-02,Compte 3,Banque C,Blablacar,Transport,,-56.57
129,2023-06-02,Compte 2,Banque A,Banque Postale,Frais bancaires,,-19.92
1299,2023-06-02,Compte 1,Banque B,Cinéma,Loisir,,-31.25
283,2023-06-03,Compte 3,Banque C,Orange,Internet,,-36.58
1149,2023-06-03,Compte 3,Banque C,Carrefour,Alimentation,,-170.1
1143,2023-06-03,Compte 3,Banque C,Bouygues,Téléphone,,-28.8
2608,2023-06-04,Compte 3,Banque C,Divers,Divers,,-34.5
1415,2023-06-04,Compte 2,Banque A,DAB,Retrait,,-228.68
1845,2023-06-04,Compte 1,Banque B,Banque Postale,Frais bancaires,,-18.52
2254,2023-06-05,Compte 1,Banque B,SFR,Internet,,-59.01
1700,2023-06-05,Compte 3,Banque C,Doctolib,Santé,,-21.69
1216,2023-06-05,Compte 3,Banque C,Livret A,Épargne,,343.75
1190,2023-06-06,Compte 3,Banque C,SNCF,Transport,,-35.32
653,2023-06-06,Compte 1,Banque B,Orchestra,Enfants,,-31.63
2628,2023-06-07,Compte 3,Banque C,Divers,Divers,,-41.93
1800,2023-06-07,Compte 1,Banque B,SFR,Internet,,-30.85
2501,2023-06-08,Compte 1,Banque B,Netflix,Loisir,,-57.15
2972,2023-06-08,Compte 1,Banque B,Allianz,Assurance,,-26.64
147,2023-06-09,Compte 3,Banque C,Intermarché,Alimentation,,-187.79
2745,2023-06-10,Compte 1,Banque B,Zara,Vêtements,,-80.56
1607,2023-06-10,Compte 2,Banque A,Booking,Vacances,,-490.53
673,2023-06-11,Compte 2,Banque A,Mutuelle,Remboursement,,237.52
2838,2023-06-11,Compte 1,Banque B,Allianz,Assurance,,-112.9
1194,2023-06-12,Compte 3,Banque C,Entreprise A,Salaire,,2593.79
873,2023-06-12,Compte 2,Banque A,Truffaut,Animaux,,-75.19
1842,2023-06-12,Compte 2,Banque A,Allianz,Assurance,,-36.88
880,2023-06-12,Compte 2,Banque A,SFR,Internet,,-55.45
1373,2023-06-13,Compte 2,Banque A,Animalis,Animaux,,-93.38
568,2023-06-13,Compte 3,Banque C,Hôpital,Santé,,-57.88
2002,2023-06-13,Compte 3,Banque C,Airbnb,Vacances,,-927.74
78,2023-06-14,Compte 1,Banque B,Bowling,Loisir,,-41.08
2370,2023-06-14,Compte 3,Banque C,Uber,Transport,,-33.81
1120,2023-06-14,Compte 1,Banque B,Expedia,Vacances,,-913.6
2020,2023-06-14,Compte 1,Banque B,Zalando,Cadeau,,-61.05
389,2023-06-15,Compte 1,Banque B,Uniqlo,Vêtements,,-172.4
1889,2023-06-15,Compte 2,Banque A,Divers,Divers,,-96.91
2912,2023-06-15,Compte 3,Banque C,DAB,Retrait,,-188.67
1988,2023-06-16,Compte 2,Banque A,JouetClub,Enfants,,-97.22
955,2023-06-16,Compte 3,Banque C,Impôts,Impôts,,-266.68
2456,2023-06-16,Compte 1,Banque B,Divers,Divers,,-22.04
2010,2023-06-17,Compte 1,Banque B,MAIF,Assurance,,-113.94
682,2023-06-17,Compte 1,Banque B,Free,Internet,,-30.28
44,2023-06-17,Compte 1,Banque B,Orchestra,Enfants,,-83.54
2683,2023-06-17,Compte 2,Banque A,Doctolib,Santé,,-83.57
932,2023-06-18,Compte 3,Banque C,MAIF,Assurance,,-62.69
381,2023-06-18,Compte 2,Banque A,Zara,Vêtements,,-242.46
1973,2023-06-18,Compte 2,Banque A,Hôpital,Santé,,-53.77
1535,2023-06-18,Compte 1,Banque B,Zalando,Cadeau,,-34.72
1015,2023-06-19,Compte 1,Banque B,Fnac,Cadeau,,-82.3
263,2023-06-20,Compte 3,Banque C,Bouygues,Téléphone,,-32.2
226,2023-06-20,Compte 2,Banque A,Intermarché,Alimentation,,-140.67
698,2023-06-20,Compte 2,Banque A,SNCF,Transport,,-62.37
110,2023-06-20,Compte 1,Banque B,Bouygues,Téléphone,,-41.62
1175,2023-06-20,Compte 3,Banque C,SNCF,Transport,,-60.8
370,2023-06-21,Compte 1,Banque B,DAB,Retrait,,-89.25
2253,2023-06-21,Compte 3,Banque C,Uber,Transport,,-77.98
2857,2023-06-21,Compte 3,Banque C,Blablacar,Transport,,-73.8
676,2023-06-22,Compte 3,Banque C,Fnac,Cadeau,,-153.99
1953,2023-06-22,Compte 1,Banque B,Animalis,Animaux,,-63.04
1783,2023-06-23,Compte 1,Banque B,Orchestra,Enfants,,-109.81
259,2023-06-23,Compte 3,Banque C,Animalis,Animaux,,-80.52
2981,2023-06-23,Compte 3,Banque C,Loyer,Logement,,-506.47
736,2023-06-23,Compte 3,Banque C,SNCF,Transport,,-58.04
1439,2023-06-24,Compte 2,Banque A,Mutuelle,Remboursement,,41.65
40,2023-06-24,Compte 2,Banque A,Bowling,Loisir,,-50.99
2700,2023-06-25,Compte 2,Banque A,SFR,Téléphone,,-26.28
235,2023-06-26,Compte 2,Banque A,Blablacar,Transport,,-74.8
515,2023-06-26,Compte 1,Banque B,Expedia,Vacances,,-788.72
1238,2023-06-27,Compte 1,Banque B,Impôts,Impôts,,-1961.11
1690,2023-06-28,Compte 3,Banque C,Amazon,Cadeau,,-181.08
2512,2023-06-28,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-7.19
575,2023-06-28,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-5.55
1126,2023-06-28,Compte 2,Banque A,Entreprise B,Salaire,,2357.09
2241,2023-06-28,Compte 1,Banque B,Truffaut,Animaux,,-54.37
772,2023-06-29,Compte 2,Banque A,Expedia,Vacances,,-1028.32
2381,2023-06-29,Compte 1,Banque B,Orange,Téléphone,,-28.63
2211,2023-06-29,Compte 3,Banque C,Divers,Divers,,-42.22
1049,2023-06-30,Compte 2,Banque A,Blablacar,Transport,,-43.03
497,2023-06-30,Compte 3,Banque C,Netflix,Loisir,,-18.94
175,2023-07-01,Compte 2,Banque A,Mutuelle,Remboursement,,161.14
689,2023-07-01,Compte 3,Banque C,Orchestra,Enfants,,-95.21
2890,2023-07-01,Compte 1,Banque B,Booking,Vacances,,-610.13
1110,2023-07-02,Compte 1,Banque B,Bouygues,Téléphone,,-16.6
2083,2023-07-03,Compte 2,Banque A,Truffaut,Animaux,,-75.87
228,2023-07-03,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-18.52
1476,2023-07-03,Compte 1,Banque B,JouetClub,Enfants,,-124.19
2172,2023-07-03,Compte 3,Banque C,Engie,Logement,,-557.73
737,2023-07-03,Compte 1,Banque B,Entreprise C,Salaire,,2757.48
2115,2023-07-03,Compte 2,Banque A,Divers,Divers,,-16.81
342,2023-07-04,Compte 1,Banque B,Animalis,Animaux,,-26.15
2655,2023-07-05,Compte 3,Banque C,Orchestra,Enfants,,-110.35
1265,2023-07-05,Compte 3,Banque C,Intermarché,Alimentation,,-155.25
2940,2023-07-05,Compte 3,Banque C,EDF,Logement,,-831.25
2,2023-07-06,Compte 2,Banque A,SFR,Internet,,-28.61
2821,2023-07-06,Compte 3,Banque C,DAB,Retrait,,-193.51
2649,2023-07-06,Compte 3,Banque C,CPAM,Remboursement,,153.22
2175,2023-07-07,Compte 3,Banque C,JouetClub,Enfants,,-68.94
2551,2023-07-08,Compte 2,Banque A,Divers,Divers,,-31.99
2546,2023-07-09,Compte 3,Banque C,Carrefour,Alimentation,,-82.18
194,2023-07-09,Compte 3,Banque C,Expedia,Vacances,,-275.77
777,2023-07-09,Compte 3,Banque C,EDF,Logement,,-790.26
2328,2023-07-09,Compte 3,Banque C,SFR,Internet,,-42.8
705,2023-07-09,Compte 3,Banque C,Divers,Divers,,-13.7
1905,2023-07-09,Compte 3,Banque C,Expedia,Vacances,,-909.91
300,2023-07-09,Compte 1,Banque B,JouetClub,Enfants,,-25.69
2076,2023-07-10,Compte 2,Banque A,DAB,Retrait,,-245.88
553,2023-07-10,Compte 3,Banque C,SNCF,Transport,,-34.91
2775,2023-07-11,Compte 2,Banque A,Blablacar,Transport,,-67.96
1377,2023-07-11,Compte 2,Banque A,Impôts,Impôts,,-799.94
2558,2023-07-11,Compte 2,Banque A,MAIF,Assurance,,-30.11
1689,2023-07-11,Compte 3,Banque C,Mutuelle,Remboursement,,145.09
1698,2023-07-12,Compte 3,Banque C,SNCF,Transport,,-17.07
204,2023-07-12,Compte 3,Banque C,Expedia,Vacances,,-902.28
1007,2023-07-12,Compte 2,Banque A,Divers,Divers,,-66.3
1237,2023-07-13,Compte 1,Banque B,Loyer,Logement,,-635.24
317,2023-07-14,Compte 1,Banque B,DAB,Retrait,,-44.67
1481,2023-07-15,Compte 3,Banque C,Carrefour,Alimentation,,-54.33
1300,2023-07-15,Compte 1,Banque B,Doctolib,Santé,,-120.14
1117,2023-07-16,Compte 2,Banque A,DAB,Retrait,,-224.12
2959,2023-07-16,Compte 2,Banque A,SFR,Téléphone,,-29.05
1781,2023-07-16,Compte 1,Banque B,Entreprise C,Salaire,,2011.9
1793,2023-07-16,Compte 3,Banque C,Zara,Vêtements,,-85.39
1963,2023-07-16,Compte 3,Banque C,DAB,Retrait,,-263.67
2626,2023-07-17,Compte 1,Banque B,MAIF,Assurance,,-50.04
1492,2023-07-17,Compte 1,Banque B,Orange,Internet,,-25.9
2705,2023-07-17,Compte 2,Banque A,DAB,Retrait,,-110.51
1516,2023-07-18,Compte 1,Banque B,Bouygues,Téléphone,,-39.94
1926,2023-07-19,Compte 1,Banque B,Expedia,Vacances,,-269.76
2379,2023-07-19,Compte 2,Banque A,Livret A,Épargne,,469.75
1538,2023-07-19,Compte 2,Banque A,Amazon,Cadeau,,-158.11
2149,2023-07-20,Compte 1,Banque B,SFR,Internet,,-52.33
8,2023-07-20,Compte 2,Banque A,Intermarché,Alimentation,,-75.01
1296,2023-07-20,Compte 1,Banque B,Expedia,Vacances,,-376.02
1876,2023-07-21,Compte 1,Banque B,CPAM,Remboursement,,165.88
864,2023-07-21,Compte 3,Banque C,Entreprise C,Salaire,,2051.43
2349,2023-07-21,Compte 3,Banque C,Carrefour,Alimentation,,-107.89
672,2023-07-22,Compte 1,Banque B,Carrefour,Alimentation,,-102.52
187,2023-07-22,Compte 2,Banque A,Zalando,Cadeau,,-63.73
276,2023-07-22,Compte 2,Banque A,CPAM,Remboursement,,186.02
629,2023-07-22,Compte 2,Banque A,Netflix,Loisir,,-49.51
2929,2023-07-23,Compte 1,Banque B,Orange,Internet,,-32.64
2136,2023-07-23,Compte 2,Banque A,URSSAF,Impôts,,-920.95
1708,2023-07-23,Compte 2,Banque A,Lidl,Alimentation,,-139.46
168,2023-07-24,Compte 1,Banque B,Entreprise B,Salaire,,2446.33
1185,2023-07-24,Compte 2,Banque A,Netflix,Loisir,,-16.33
395,2023-07-24,Compte 2,Banque A,DAB,Retrait,,-116.4
2227,2023-07-25,Compte 1,Banque B,Entreprise B,Salaire,,2434.83
2888,2023-07-25,Compte 3,Banque C,Entreprise B,Salaire,,2114.88
2579,2023-07-26,Compte 3,Banque C,Orchestra,Enfants,,-38.41
196,2023-07-26,Compte 2,Banque A,Orchestra,Enfants,,-40.12
31,2023-07-26,Compte 2,Banque A,Divers,Divers,,-41.93
1887,2023-07-27,Compte 2,Banque A,Blablacar,Transport,,-21.68
2486,2023-07-28,Compte 1,Banque B,Auchan,Alimentation,,-83.13
1166,2023-07-28,Compte 2,Banque A,Netflix,Loisir,,-70.28
2571,2023-07-28,Compte 1,Banque B,SFR,Téléphone,,-44.19
1378,2023-07-29,Compte 3,Banque C,Divers,Divers,,-58.42
953,2023-07-29,Compte 3,Banque C,Orchestra,Enfants,,-91.89
2277,2023-07-29,Compte 1,Banque B,CPAM,Remboursement,,245.21
291,2023-07-29,Compte 2,Banque A,DAB,Retrait,,-78.69
892,2023-07-29,Compte 2,Banque A,Fnac,Cadeau,,-135.05
2062,2023-07-30,Compte 2,Banque A,Zara,Vêtements,,-51.88
695,2023-07-31,Compte 2,Banque A,Truffaut,Animaux,,-73.62
1466,2023-08-01,Compte 3,Banque C,H&M,Vêtements,,-161.56
362,2023-08-01,Compte 1,Banque B,CPAM,Remboursement,,94.95
